"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Office Supplies","46.62","2015-09-12","OFF-BI-10002799","Richmond","21.4452","Virginia","23223","8791","South","Standard Class","CA-2015-169572","Corporate","Binders","2015-09-06","9","0","United States","Andy Gerbode","SlimView Poly Binder, 3/8""","AG-10525"
"Technology","537.544","2017-03-24","TEC-PH-10001557","Houston","47.0351","Texas","77041","8792","Central","Standard Class","CA-2017-162075","Consumer","Phones","2017-03-18","7","","United States","Thomas Thornton","Pyle PMP37LED","TT-21220"
"Office Supplies","14.62","2014-12-21","OFF-LA-10001934","Los Angeles","6.8714","California","90008","8793","West","First Class","CA-2014-162992","Corporate","Labels","2014-12-19","2","0","United States","Bart Pistole","Avery 516","BP-11095"
"Office Supplies","22.55","2014-12-21","OFF-FA-10004248","Los Angeles","8.7945","California","90008","8794","West","First Class","CA-2014-162992","Corporate","Fasteners","2014-12-19","5","0","United States","Bart Pistole","Advantus T-Pin Paper Clips","BP-11095"
"Technology","583.8","2014-12-21","TEC-PH-10001944","Los Angeles","72.975","California","90008","8795","West","First Class","CA-2014-162992","Corporate","Phones","2014-12-19","5","","United States","Bart Pistole","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","BP-11095"
"Technology","211.168","2014-12-21","TEC-PH-10002085","Los Angeles","15.8376","California","90008","8796","West","First Class","CA-2014-162992","Corporate","Phones","2014-12-19","4","","United States","Bart Pistole","Clarity 53712","BP-11095"
"Office Supplies","12.96","2016-07-13","OFF-PA-10003441","Orem","6.2208","Utah","84057","8797","West","Standard Class","CA-2016-106397","Consumer","Paper","2016-07-07","2","0","United States","Max Jones","Xerox 226","MJ-17740"
"Office Supplies","45.98","2016-07-13","OFF-AR-10004602","Orem","12.8744","Utah","84057","8798","West","Standard Class","CA-2016-106397","Consumer","Art","2016-07-07","2","0","United States","Max Jones","Boston KS Multi-Size Manual Pencil Sharpener","MJ-17740"
"Technology","1294.75","2016-04-10","TEC-PH-10002555","Burlington","336.635","Vermont","5408","8799","East","Standard Class","US-2016-150140","Home Office","Phones","2016-04-06","5","0","United States","Valerie Mitchum","Nortel Meridian M5316 Digital phone","VM-21685"
"Technology","1799.97","2014-05-10","TEC-CO-10001449","Philadelphia","239.996","Pennsylvania","19134","8800","East","First Class","CA-2014-116666","Consumer","Copiers","2014-05-08","5","","United States","Kean Thornton","Hewlett Packard LaserJet 3310 Copier","KT-16480"
"Office Supplies","10.688","2017-11-27","OFF-PA-10004285","Chicago","3.7408","Illinois","60623","8801","Central","Standard Class","CA-2017-148992","Corporate","Paper","2017-11-23","2","","United States","Chris Selesnick","Xerox 1959","CS-12250"
"Technology","221.98","2016-11-12","TEC-PH-10000562","Oklahoma City","62.1544","Oklahoma","73120","8802","Central","First Class","CA-2016-140935","Consumer","Phones","2016-11-10","2","0","United States","Aaron Bergman","Samsung Convoy 3","AB-10015"
"Furniture","341.96","2016-11-12","FUR-BO-10003966","Oklahoma City","54.7136","Oklahoma","73120","8803","Central","First Class","CA-2016-140935","Consumer","Bookcases","2016-11-10","2","0","United States","Aaron Bergman","Sauder Facets Collection Library, Sky Alder Finish","AB-10015"
"Technology","34.77","2015-01-01","TEC-AC-10003614","New York City","11.4741","New York","10035","8804","East","First Class","CA-2014-157644","Corporate","Accessories","2014-12-31","3","0","United States","Aaron Hawkins","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","AH-10030"
"Office Supplies","18.9","2015-01-01","OFF-LA-10003148","New York City","8.694","New York","10035","8805","East","First Class","CA-2014-157644","Corporate","Labels","2014-12-31","3","0","United States","Aaron Hawkins","Avery 51","AH-10030"
"Office Supplies","102.72","2017-08-23","OFF-BI-10002133","Salt Lake City","37.236","Utah","84106","8806","West","Standard Class","US-2017-100398","Consumer","Binders","2017-08-19","3","","United States","Denny Ordway","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","DO-13435"
"Furniture","40.48","2016-09-16","FUR-FU-10002813","Utica","14.5728","New York","13501","8807","East","Standard Class","CA-2016-113082","Corporate","Furnishings","2016-09-12","2","0","United States","Matt Collister","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","MC-17590"
"Office Supplies","33.282","2017-10-31","OFF-BI-10004330","Philadelphia","-27.735","Pennsylvania","19134","8808","East","Standard Class","US-2017-110646","Consumer","Binders","2017-10-26","3","","United States","Jamie Frazer","GBC Velobind Prepunched Cover Sets, Regency Series","JF-15190"
"Technology","118.65","2017-10-31","TEC-PH-10002807","Philadelphia","19.775","Pennsylvania","19134","8809","East","Standard Class","US-2017-110646","Consumer","Phones","2017-10-26","5","","United States","Jamie Frazer","Motorla HX550 Universal Bluetooth Headset","JF-15190"
"Office Supplies","14.76","2017-10-31","OFF-LA-10001404","Philadelphia","4.9815","Pennsylvania","19134","8810","East","Standard Class","US-2017-110646","Consumer","Labels","2017-10-26","5","","United States","Jamie Frazer","Avery 517","JF-15190"
"Office Supplies","37.52","2017-06-04","OFF-PA-10004911","Los Angeles","18.0096","California","90004","8811","West","Standard Class","CA-2017-120614","Corporate","Paper","2017-05-30","4","0","United States","Suzanne McNair","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","SM-20950"
"Office Supplies","207.144","2016-03-13","OFF-AP-10004233","Jackson","48.3336","Michigan","49201","8812","Central","Standard Class","US-2016-140172","Corporate","Appliances","2016-03-08","3","","United States","Stephanie Phelps","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","SP-20650"
"Office Supplies","13.9","2016-03-13","OFF-AR-10002766","Jackson","3.753","Michigan","49201","8813","Central","Standard Class","US-2016-140172","Corporate","Art","2016-03-08","5","0","United States","Stephanie Phelps","Prang Drawing Pencil Set","SP-20650"
"Furniture","266.352","2015-07-31","FUR-CH-10003199","Glendale","13.3176","Arizona","85301","8814","West","Standard Class","CA-2015-127754","Corporate","Chairs","2015-07-26","3","","United States","Cyma Kinney","Office Star - Contemporary Task Swivel Chair","CK-12760"
"Technology","307.98","2015-11-25","TEC-PH-10003012","Wilmington","89.3142","Delaware","19805","8815","East","Second Class","CA-2015-144274","Consumer","Phones","2015-11-23","2","0","United States","Pierre Wener","Nortel Meridian M3904 Professional Digital phone","PW-19240"
"Office Supplies","44.1","2015-11-25","OFF-PA-10001583","Wilmington","20.727","Delaware","19805","8816","East","Second Class","CA-2015-144274","Consumer","Paper","2015-11-23","6","0","United States","Pierre Wener","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","PW-19240"
"Office Supplies","13.12","2015-11-25","OFF-AR-10001940","Wilmington","5.6416","Delaware","19805","8817","East","Second Class","CA-2015-144274","Consumer","Art","2015-11-23","4","0","United States","Pierre Wener","Sanford Colorific Eraseable Coloring Pencils, 12 Count","PW-19240"
"Office Supplies","16.56","2015-11-25","OFF-EN-10003286","Wilmington","7.7832","Delaware","19805","8818","East","Second Class","CA-2015-144274","Consumer","Envelopes","2015-11-23","2","0","United States","Pierre Wener","Staple envelope","PW-19240"
"Office Supplies","38.88","2015-11-25","OFF-PA-10003441","Wilmington","18.6624","Delaware","19805","8819","East","Second Class","CA-2015-144274","Consumer","Paper","2015-11-23","6","0","United States","Pierre Wener","Xerox 226","PW-19240"
"Office Supplies","335.52","2015-12-02","OFF-PA-10003395","Austin","117.432","Texas","78745","8820","Central","Standard Class","CA-2015-142930","Consumer","Paper","2015-11-28","4","","United States","Evan Bailliet","Xerox 1941","EB-14170"
"Technology","959.984","2017-11-07","TEC-CO-10003236","Orlando","311.9948","Florida","32839","8821","South","Standard Class","CA-2017-100622","Consumer","Copiers","2017-11-03","2","","United States","Dave Kipp","Canon Image Class D660 Copier","DK-13090"
"Office Supplies","4.086","2017-11-07","OFF-BI-10002982","Orlando","-2.9964","Florida","32839","8822","South","Standard Class","CA-2017-100622","Consumer","Binders","2017-11-03","2","","United States","Dave Kipp","Avery Self-Adhesive Photo Pockets for Polaroid Photos","DK-13090"
"Office Supplies","55.984","2017-11-07","OFF-AR-10004010","Orlando","4.1988","Florida","32839","8823","South","Standard Class","CA-2017-100622","Consumer","Art","2017-11-03","2","","United States","Dave Kipp","Hunt Boston Vacuum Mount KS Pencil Sharpener","DK-13090"
"Office Supplies","10.688","2017-11-07","OFF-PA-10002947","Orlando","3.7408","Florida","32839","8824","South","Standard Class","CA-2017-100622","Consumer","Paper","2017-11-03","2","","United States","Dave Kipp","Xerox 1923","DK-13090"
"Office Supplies","8.856","2017-03-23","OFF-EN-10003845","Reading","2.8782","Pennsylvania","19601","8825","East","Second Class","CA-2017-117156","Consumer","Envelopes","2017-03-21","3","","United States","Ted Butterfield","Colored Envelopes","TB-21055"
"Office Supplies","6.912","2015-12-22","OFF-LA-10003190","Philadelphia","2.5056","Pennsylvania","19134","8826","East","First Class","CA-2015-115399","Consumer","Labels","2015-12-19","3","","United States","Arthur Gainer","Avery 474","AG-10900"
"Office Supplies","26.72","2014-04-06","OFF-PA-10002986","Houston","9.352","Texas","77095","8827","Central","Second Class","US-2014-157847","Consumer","Paper","2014-04-02","5","","United States","Sam Craven","Xerox 1898","SC-20020"
"Office Supplies","33.488","2014-04-06","OFF-PA-10001593","Houston","10.465","Texas","77095","8828","Central","Second Class","US-2014-157847","Consumer","Paper","2014-04-02","7","","United States","Sam Craven","Xerox 1947","SC-20020"
"Office Supplies","10.56","2015-06-09","OFF-PA-10000528","Saint Charles","4.752","Missouri","63301","8829","Central","Standard Class","CA-2015-115168","Corporate","Paper","2015-06-05","2","0","United States","Brenda Bowman","Xerox 1981","BB-11545"
"Office Supplies","386.34","2014-10-09","OFF-ST-10001932","Indianapolis","54.0876","Indiana","46203","8830","Central","First Class","CA-2014-109680","Corporate","Storage","2014-10-06","2","0","United States","Victoria Pisteka","Fellowes Staxonsteel Drawer Files","VP-21760"
"Office Supplies","33.44","2016-08-24","OFF-BI-10003727","Seattle","11.704","Washington","98115","8831","West","Second Class","CA-2016-167983","Corporate","Binders","2016-08-21","10","","United States","Rachel Payne","Avery Durable Slant Ring Binders With Label Holder","RP-19270"
"Furniture","39.96","2015-11-19","FUR-FU-10002759","Harrisonburg","14.3856","Virginia","22801","8832","South","Standard Class","CA-2015-145324","Home Office","Furnishings","2015-11-15","2","0","United States","Duane Huffman","12-1/2 Diameter Round Wall Clock","DH-13675"
"Office Supplies","1217.568","2015-06-27","OFF-BI-10000545","Rochester","456.588","New York","14609","8833","East","Standard Class","CA-2015-153423","Consumer","Binders","2015-06-22","2","","United States","Shaun Weien","GBC Ibimaster 500 Manual ProClick Binding System","SW-20455"
"Office Supplies","15.51","2017-09-28","OFF-ST-10004950","Sandy Springs","3.8775","Georgia","30328","8834","South","Standard Class","US-2017-132675","Home Office","Storage","2017-09-24","1","0","United States","Karen Ferguson","Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","KF-16285"
"Technology","89.9","2017-09-28","TEC-PH-10003171","Sandy Springs","25.172","Georgia","30328","8835","South","Standard Class","US-2017-132675","Home Office","Phones","2017-09-24","2","0","United States","Karen Ferguson","Plantronics Encore H101 Dual Earpieces Headset","KF-16285"
"Office Supplies","14.28","2017-09-28","OFF-AR-10000614","Sandy Springs","3.7128","Georgia","30328","8836","South","Standard Class","US-2017-132675","Home Office","Art","2017-09-24","4","0","United States","Karen Ferguson","Barrel Sharpener","KF-16285"
"Office Supplies","12.72","2017-09-28","OFF-AR-10000034","Sandy Springs","4.9608","Georgia","30328","8837","South","Standard Class","US-2017-132675","Home Office","Art","2017-09-24","3","0","United States","Karen Ferguson","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack","KF-16285"
"Office Supplies","15.75","2017-09-28","OFF-LA-10003766","Sandy Springs","7.56","Georgia","30328","8838","South","Standard Class","US-2017-132675","Home Office","Labels","2017-09-24","5","0","United States","Karen Ferguson","Self-Adhesive Removable Labels","KF-16285"
"Office Supplies","70.95","2014-04-10","OFF-AR-10001725","Los Angeles","18.447","California","90004","8839","West","Second Class","CA-2014-153808","Corporate","Art","2014-04-06","3","0","United States","Frank Hawley","Boston Home & Office Model 2000 Electric Pencil Sharpeners","FH-14275"
"Office Supplies","65.568","2014-04-10","OFF-BI-10002794","Los Angeles","23.7684","California","90004","8840","West","Second Class","CA-2014-153808","Corporate","Binders","2014-04-06","2","","United States","Frank Hawley","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","FH-14275"
"Technology","299.97","2014-04-10","TEC-AC-10004171","Los Angeles","131.9868","California","90004","8841","West","Second Class","CA-2014-153808","Corporate","Accessories","2014-04-06","3","0","United States","Frank Hawley","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","FH-14275"
"Technology","89.97","2016-02-13","TEC-AC-10003628","San Francisco","39.5868","California","94110","8842","West","Standard Class","US-2016-112396","Corporate","Accessories","2016-02-09","3","0","United States","Justin Ritter","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","JR-16210"
"Technology","31.86","2016-02-13","TEC-AC-10004761","San Francisco","11.151","California","94110","8843","West","Standard Class","US-2016-112396","Corporate","Accessories","2016-02-09","2","0","United States","Justin Ritter","Maxell 4.7GB DVD+RW 3/Pack","JR-16210"
"Office Supplies","67.15","2014-11-20","OFF-ST-10000885","Minneapolis","16.7875","Minnesota","55407","8844","Central","Second Class","CA-2014-141173","Corporate","Storage","2014-11-18","5","0","United States","Julie Creighton","Fellowes Desktop Hanging File Manager","JC-16105"
"Office Supplies","7.236","2017-12-23","OFF-BI-10004209","Columbus","-6.03","Ohio","43229","8845","East","Standard Class","CA-2017-156664","Consumer","Binders","2017-12-18","3","","United States","Beth Paige","Fellowes Twister Kit, Gray/Clear, 3/pkg","BP-11290"
"Office Supplies","4.824","2017-12-23","OFF-FA-10002988","Columbus","1.7487","Ohio","43229","8846","East","Standard Class","CA-2017-156664","Consumer","Fasteners","2017-12-18","3","","United States","Beth Paige","Ideal Clamps","BP-11290"
"Office Supplies","91.36","2017-12-23","OFF-PA-10002222","Columbus","29.692","Ohio","43229","8847","East","Standard Class","CA-2017-156664","Consumer","Paper","2017-12-18","5","","United States","Beth Paige","Xerox Color Copier Paper, 11"" x 17"", Ream","BP-11290"
"Office Supplies","130.112","2017-12-23","OFF-AP-10004487","Columbus","13.0112","Ohio","43229","8848","East","Standard Class","CA-2017-156664","Consumer","Appliances","2017-12-18","2","","United States","Beth Paige","Kensington 4 Outlet MasterPiece Compact Power Control Center","BP-11290"
"Technology","74.24","2015-07-04","TEC-PH-10003505","Raleigh","8.352","North Carolina","27604","8849","South","First Class","CA-2015-140718","Corporate","Phones","2015-07-02","1","","United States","Frank Atkinson","Geemarc AmpliPOWER60","FA-14230"
"Furniture","159.84","2015-07-04","FUR-FU-10000076","Raleigh","45.954","North Carolina","27604","8850","South","First Class","CA-2015-140718","Corporate","Furnishings","2015-07-02","10","","United States","Frank Atkinson","24-Hour Round Wall Clock","FA-14230"
"Office Supplies","2.892","2015-07-04","OFF-BI-10004728","Raleigh","-2.3136","North Carolina","27604","8851","South","First Class","CA-2015-140718","Corporate","Binders","2015-07-02","2","","United States","Frank Atkinson","Wilson Jones Turn Tabs Binder Tool for Ring Binders","FA-14230"
"Office Supplies","9.392","2015-07-04","OFF-PA-10002250","Raleigh","3.2872","North Carolina","27604","8852","South","First Class","CA-2015-140718","Corporate","Paper","2015-07-02","2","","United States","Frank Atkinson","Things To Do Today Pad","FA-14230"
"Office Supplies","123.92","2014-10-13","OFF-PA-10003823","New York City","55.764","New York","10011","8853","East","Second Class","CA-2014-119977","Consumer","Paper","2014-10-08","4","0","United States","Duane Noonan","Xerox 197","DN-13690"
"Office Supplies","55.6","2015-09-25","OFF-SU-10000898","Philadelphia","6.255","Pennsylvania","19143","8854","East","First Class","US-2015-115343","Consumer","Supplies","2015-09-22","5","","United States","Frank Olsen","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","FO-14305"
"Technology","617.976","2015-09-25","TEC-AC-10003832","Philadelphia","-7.7247","Pennsylvania","19143","8855","East","First Class","US-2015-115343","Consumer","Accessories","2015-09-22","3","","United States","Frank Olsen","Logitech P710e Mobile Speakerphone","FO-14305"
"Office Supplies","21.312","2017-12-30","OFF-BI-10001679","Meridian","7.992","Idaho","83642","8856","West","Standard Class","CA-2017-163671","Corporate","Binders","2017-12-24","3","","United States","Dave Poirier","GBC Instant Index System for Binding Systems","DP-13105"
"Technology","209.94","2017-10-20","TEC-AC-10002335","Sacramento","39.8886","California","95823","8857","West","Standard Class","CA-2017-135909","Corporate","Accessories","2017-10-13","6","0","United States","Jane Waco","Logitech Media Keyboard K200","JW-15220"
"Technology","31.984","2017-10-20","TEC-PH-10003187","Sacramento","-7.996","California","95823","8858","West","Standard Class","CA-2017-135909","Corporate","Phones","2017-10-13","2","","United States","Jane Waco","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","JW-15220"
"Office Supplies","5083.96","2017-10-20","OFF-BI-10003527","Sacramento","1906.485","California","95823","8859","West","Standard Class","CA-2017-135909","Corporate","Binders","2017-10-13","5","","United States","Jane Waco","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","JW-15220"
"Technology","35.96","2017-08-26","TEC-PH-10003171","Charlotte","3.596","North Carolina","28205","8860","South","Standard Class","US-2017-114356","Home Office","Phones","2017-08-20","1","","United States","Tonja Turnell","Plantronics Encore H101 Dual Earpieces Headset","TT-21460"
"Office Supplies","31.05","2015-09-18","OFF-LA-10000414","Paterson","14.904","New Jersey","7501","8861","East","Standard Class","CA-2015-125934","Home Office","Labels","2015-09-11","3","0","United States","Skye Norling","Avery 503","SN-20560"
"Furniture","8.92","2015-09-18","FUR-FU-10002107","Paterson","3.9248","New Jersey","7501","8862","East","Standard Class","CA-2015-125934","Home Office","Furnishings","2015-09-11","4","0","United States","Skye Norling","Eldon Pizzaz Desk Accessories","SN-20560"
"Office Supplies","209.6","2015-09-18","OFF-BI-10004593","Paterson","96.416","New Jersey","7501","8863","East","Standard Class","CA-2015-125934","Home Office","Binders","2015-09-11","4","0","United States","Skye Norling","Ibico Laser Imprintable Binding System Covers","SN-20560"
"Office Supplies","111.04","2015-09-18","OFF-AP-10003860","Paterson","29.9808","New Jersey","7501","8864","East","Standard Class","CA-2015-125934","Home Office","Appliances","2015-09-11","4","0","United States","Skye Norling","Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","SN-20560"
"Office Supplies","38.88","2015-09-18","OFF-PA-10000556","Paterson","18.6624","New Jersey","7501","8865","East","Standard Class","CA-2015-125934","Home Office","Paper","2015-09-11","6","0","United States","Skye Norling","Xerox 208","SN-20560"
"Office Supplies","36.27","2015-12-26","OFF-AP-10003281","Arlington","10.881","Virginia","22204","8866","South","Standard Class","CA-2015-158148","Consumer","Appliances","2015-12-20","3","0","United States","John Murray","Acco 6 Outlet Guardian Standard Surge Suppressor","JM-15865"
"Furniture","493.43","2014-09-23","FUR-BO-10004218","Chicago","-70.49","Illinois","60653","8867","Central","First Class","CA-2014-120411","Consumer","Bookcases","2014-09-20","5","","United States","Sarah Brown","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","SB-20185"
"Technology","11.12","2014-09-23","TEC-PH-10002185","Chicago","3.475","Illinois","60653","8868","Central","First Class","CA-2014-120411","Consumer","Phones","2014-09-20","2","","United States","Sarah Brown","QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3","SB-20185"
"Technology","686.4","2016-11-08","TEC-MA-10003176","San Diego","77.22","California","92037","8869","West","Standard Class","CA-2016-158260","Consumer","Machines","2016-11-04","2","","United States","Cindy Chapman","Okidata B400 Printer","CC-12475"
"Office Supplies","15.92","2017-12-06","OFF-BI-10002003","Seattle","5.373","Washington","98105","8870","West","Standard Class","CA-2017-101805","Corporate","Binders","2017-12-01","5","","United States","Sally Hughsby","Ibico Presentation Index for Binding Systems","SH-19975"
"Furniture","70.68","2017-12-06","FUR-FU-10000023","Seattle","31.0992","Washington","98105","8871","West","Standard Class","CA-2017-101805","Corporate","Furnishings","2017-12-01","12","0","United States","Sally Hughsby","Eldon Wave Desk Accessories","SH-19975"
"Office Supplies","541.24","2017-12-06","OFF-ST-10002756","Seattle","5.4124","Washington","98105","8872","West","Standard Class","CA-2017-101805","Corporate","Storage","2017-12-01","4","0","United States","Sally Hughsby","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","SH-19975"
"Technology","101.994","2014-10-10","TEC-MA-10002694","Columbus","-71.3958","Ohio","43229","8873","East","Same Day","US-2014-105137","Consumer","Machines","2014-10-10","2","","United States","Richard Bierner","Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner","RB-19435"
"Office Supplies","18.264","2014-10-10","OFF-BI-10002429","Columbus","-13.3936","Ohio","43229","8874","East","Same Day","US-2014-105137","Consumer","Binders","2014-10-10","2","","United States","Richard Bierner","Premier Elliptical Ring Binder, Black","RB-19435"
"Office Supplies","21.99","2017-11-16","OFF-BI-10003684","Houston","-32.985","Texas","77095","8875","Central","Second Class","CA-2017-142489","Consumer","Binders","2017-11-14","5","","United States","Toby Carlisle","Wilson Jones Legal Size Ring Binders","TC-21295"
"Office Supplies","185.376","2016-08-19","OFF-SU-10003505","Irving","-34.758","Texas","75061","8876","Central","Standard Class","US-2016-141264","Consumer","Supplies","2016-08-13","2","","United States","Carol Triggs","Premier Electric Letter Opener","CT-11995"
"Office Supplies","58.924","2016-08-19","OFF-AP-10002534","Irving","-153.2024","Texas","75061","8877","Central","Standard Class","US-2016-141264","Consumer","Appliances","2016-08-13","1","","United States","Carol Triggs","3.6 Cubic Foot Counter Height Office Refrigerator","CT-11995"
"Technology","480.0","2017-09-23","TEC-MA-10004626","Morristown","225.6","New Jersey","7960","8878","East","Standard Class","CA-2017-126928","Consumer","Machines","2017-09-17","4","0","United States","Gary Zandusky","Lexmark 20R1285 X6650 Wireless All-in-One Printer","GZ-14470"
"Office Supplies","34.05","2017-09-23","OFF-ST-10000615","Morristown","9.534","New Jersey","7960","8879","East","Standard Class","CA-2017-126928","Consumer","Storage","2017-09-17","3","0","United States","Gary Zandusky","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","GZ-14470"
"Office Supplies","192.72","2015-03-25","OFF-PA-10000659","Los Angeles","92.5056","California","90008","8880","West","First Class","US-2015-107944","Corporate","Paper","2015-03-23","11","0","United States","Alice McCarthy","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","AM-10360"
"Technology","239.97","2015-03-25","TEC-AC-10000736","Los Angeles","86.3892","California","90008","8881","West","First Class","US-2015-107944","Corporate","Accessories","2015-03-23","3","0","United States","Alice McCarthy","Logitech G600 MMO Gaming Mouse","AM-10360"
"Technology","50.12","2016-07-03","TEC-AC-10003038","Aurora","-0.6265","Illinois","60505","8882","Central","Second Class","CA-2016-135594","Home Office","Accessories","2016-06-30","7","","United States","Adrian Hane","Kingston Digital DataTraveler 16GB USB 2.0","AH-10120"
"Technology","15.984","2017-10-25","TEC-PH-10004071","Durham","1.3986","North Carolina","27707","8883","South","Standard Class","US-2017-115252","Corporate","Phones","2017-10-20","2","","United States","Muhammed Yedwab","PayAnywhere Card Reader","MY-18295"
"Office Supplies","14.352","2017-10-25","OFF-PA-10001667","Durham","4.485","North Carolina","27707","8884","South","Standard Class","US-2017-115252","Corporate","Paper","2017-10-20","3","","United States","Muhammed Yedwab","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","MY-18295"
"Office Supplies","6.528","2014-08-30","OFF-BI-10001982","Columbus","-4.5696","Ohio","43229","8885","East","Standard Class","CA-2014-107398","Corporate","Binders","2014-08-25","4","","United States","Brendan Sweed","Wilson Jones Custom Binder Spines & Labels","BS-11590"
"Office Supplies","2.862","2014-08-30","OFF-BI-10004141","Columbus","-2.2896","Ohio","43229","8886","East","Standard Class","CA-2014-107398","Corporate","Binders","2014-08-25","3","","United States","Brendan Sweed","Insertable Tab Indexes For Data Binders","BS-11590"
"Office Supplies","20.856","2014-08-30","OFF-BI-10002103","Columbus","-16.6848","Ohio","43229","8887","East","Standard Class","CA-2014-107398","Corporate","Binders","2014-08-25","8","","United States","Brendan Sweed","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","BS-11590"
"Office Supplies","276.28","2014-07-30","OFF-ST-10002574","Los Angeles","0.0","California","90036","8888","West","Second Class","CA-2014-169642","Corporate","Storage","2014-07-27","2","0","United States","Barry Blumstein","SAFCO Commercial Wire Shelving, Black","BB-10990"
"Furniture","629.64","2017-12-07","FUR-FU-10003394","Stockton","107.0388","California","95207","8889","West","Standard Class","CA-2017-103968","Home Office","Furnishings","2017-12-01","9","0","United States","Max Ludwig","Tenex ""The Solids"" Textured Chair Mats","ML-17755"
"Technology","449.97","2016-10-21","TEC-PH-10003072","Columbia","220.4853","Missouri","65203","8890","Central","Second Class","CA-2016-147256","Home Office","Phones","2016-10-17","3","0","United States","Frank Carlisle","Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System","FC-14245"
"Office Supplies","1927.59","2016-10-21","OFF-AP-10003057","Columbia","751.7601","Missouri","65203","8891","Central","Second Class","CA-2016-147256","Home Office","Appliances","2016-10-17","7","0","United States","Frank Carlisle","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room","FC-14245"
"Furniture","121.78","2016-09-18","FUR-CH-10001146","Columbus","30.445","Georgia","31907","8892","South","First Class","CA-2016-162159","Home Office","Chairs","2016-09-16","2","0","United States","Corey Roper","Global Value Mid-Back Manager's Chair, Gray","CR-12625"
"Furniture","2676.672","2015-12-06","FUR-CH-10003973","San Diego","267.6672","California","92037","8893","West","Standard Class","CA-2015-111038","Home Office","Chairs","2015-12-01","9","","United States","Lindsay Castell","GuestStacker Chair with Chrome Finish Legs","LC-16960"
"Furniture","489.23","2014-08-12","FUR-TA-10001307","Texas City","41.934","Texas","77590","8894","Central","Standard Class","CA-2014-124723","Consumer","Tables","2014-08-05","2","","United States","Gary Zandusky","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","GZ-14470"
"Furniture","312.03","2016-08-22","FUR-FU-10004071","Los Angeles","43.6842","California","90004","8895","West","Standard Class","CA-2016-167241","Consumer","Furnishings","2016-08-15","3","0","United States","Bill Donatelli","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","BD-11320"
"Office Supplies","17.94","2016-08-22","OFF-ST-10001505","Los Angeles","3.0498","California","90004","8896","West","Standard Class","CA-2016-167241","Consumer","Storage","2016-08-15","3","0","United States","Bill Donatelli","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","BD-11320"
"Technology","165.6","2016-08-22","TEC-PH-10004614","Los Angeles","10.35","California","90004","8897","West","Standard Class","CA-2016-167241","Consumer","Phones","2016-08-15","3","","United States","Bill Donatelli","AT&T 841000 Phone","BD-11320"
"Office Supplies","37.52","2016-08-22","OFF-PA-10004911","Los Angeles","18.0096","California","90004","8898","West","Standard Class","CA-2016-167241","Consumer","Paper","2016-08-15","4","0","United States","Bill Donatelli","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","BD-11320"
